REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars),value_per_hectare,value_per_tonne
1976,MA,Flaxseed,158.5,755.0,160000.0,525000.0,212000.0,42714,0.2014811320754717,0.2669625
1976,MA,Mixed grains,77.0,2045.0,140800.0,170000.0,68800.0,10833,0.1574563953488372,0.07693892045454545
1976,MA,Mustard seed,158.5,890.0,6500.0,18000.0,7300.0,1613,0.22095890410958904,0.24815384615384614
1976,MA,Oats,73.0,1860.0,941000.0,1442000.0,590725.0,48299,0.08176224131364002,0.05132731137088204
1976,MA,"Peas, dry",158.5,1750.0,26950.0,38000.0,15400.0,4702,0.30532467532467533,0.17447124304267161
1976,MA,"Rye, all",85.0,1855.0,68300.0,92000.0,36800.0,5778,0.1570108695652174,0.08459736456808199
1976,MA,"Rye, spring",82.0,1625.0,1300.0,2000.0,800.0,107,0.13375,0.0823076923076923
1976,MA,Sugar beets,32.9,4326.875,349900.0,31130.0,12600.0,11525,0.9146825396825397,0.03293798228065162
1976,MA,Sunflower seed,158.5,1190.0,24000.0,50000.0,20200.0,5300,0.2623762376237624,0.22083333333333333
1976,MA,Tame hay,41.5,4140.0,1357550.0,1400000.0,570000.0,48299,0.08473508771929825,0.035578063423078336
1976,MA,"Wheat, all",103.0,1820.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,MP,Barley,89.0,2900.0,44200.0,37600.0,15250.0,3953,0.25921311475409836,0.08943438914027149
1976,MP,Mixed grains,73.0,3225.0,124250.0,95100.0,38500.0,9083,0.23592207792207792,0.07310261569416499
1976,MP,Oats,88.0,2080.0,95700.0,113700.0,46000.0,8464,0.184,0.0884430512016719
1976,MP,Tame hay,46.2,4326.875,880000.0,495000.0,200000.0,40696,0.20348,0.04624545454545455
1976,MP,"Wheat, all",101.0,2910.0,30400.0,25800.0,10450.0,3083,0.2950239234449761,0.10141447368421053
1976,NB,Barley,87.0,2070.0,5900.0,7000.0,2850.0,513,0.18,0.08694915254237288
1976,NB,Corn for silage,0.0,4326.875,75000.0,6000.0,2450.0,0,0.0,0.0
1976,NB,Mixed grains,79.0,2150.0,5700.0,6500.0,2650.0,448,0.16905660377358492,0.07859649122807018
1976,NB,Oats,94.0,1640.0,31950.0,48200.0,19500.0,3006,0.15415384615384614,0.09408450704225352
1976,NB,Tame hay,46.3,4250.0,306000.0,179000.0,72000.0,14154,0.19658333333333333,0.046254901960784314
1976,NB,"Wheat, all",106.0,2425.0,5700.0,5800.0,2350.0,606,0.2578723404255319,0.10631578947368421
1976,NS,Barley,104.0,2665.0,4800.0,4500.0,1800.0,499,0.2772222222222222,0.10395833333333333
1976,NS,Corn for silage,0.0,4326.875,168000.0,12500.0,5050.0,0,0.0,0.0
1976,NS,Mixed grains,87.0,2830.0,6650.0,5800.0,2350.0,578,0.24595744680851064,0.08691729323308271
1976,NS,Oats,100.0,2020.0,15450.0,18900.0,7650.0,1543,0.20169934640522877,0.0998705501618123
1976,NS,Tame hay,49.6,4326.875,339000.0,178000.0,72000.0,16830,0.23375,0.049646017699115044
1976,NS,"Wheat, all",118.0,2840.0,4400.0,3800.0,1550.0,518,0.33419354838709675,0.11772727272727272
1976,ON,Barley,89.0,2285.0,343100.0,371000.0,150100.0,30415,0.2026315789473684,0.0886476245992422
1976,ON,"Beans, all dry (white and coloured)",158.5,1355.0,90000.0,164000.0,66400.0,31843,0.4795632530120482,0.35381111111111113
1976,ON,Buckwheat,119.0,1295.0,5950.0,11400.0,4600.0,710,0.15434782608695652,0.11932773109243698
1976,ON,Corn for grain,87.0,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,ON,Corn for silage,15.6,4326.875,1357550.0,864000.0,350000.0,48299,0.13799714285714285,0.035578063423078336
1976,ON,Mixed grains,85.0,2440.0,815900.0,826000.0,334300.0,48299,0.14447801376009572,0.0591972055398946
1976,ON,Oats,92.0,1570.0,345900.0,545000.0,220600.0,31846,0.1443608340888486,0.09206707140792136
1976,ON,"Rye, all",85.0,1975.0,45600.0,57000.0,23100.0,3857,0.16696969696969696,0.08458333333333333
1976,ON,Soybeans,158.5,1635.0,250400.0,378000.0,153000.0,48299,0.3156797385620915,0.1928873801916933
1976,ON,Tame hay,44.3,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,ON,"Wheat, all",114.0,3165.0,684500.0,534000.0,216300.0,48299,0.2232963476652797,0.0705609934258583
1976,ON,"Wheat, spring",99.0,2260.0,16500.0,18000.0,7300.0,1634,0.22383561643835617,0.09903030303030302
1976,PP,Barley,88.0,2425.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,PP,Canola (rapeseed),158.5,1165.0,825600.0,1442000.0,590725.0,48299,0.08176224131364002,0.05850169573643411
1976,PP,Corn for grain,119.0,4230.0,29200.0,17000.0,6900.0,3473,0.5033333333333333,0.11893835616438356
1976,PP,Corn for silage,16.5,4326.875,254000.0,33000.0,13400.0,4200,0.31343283582089554,0.01653543307086614
1976,PP,Flaxseed,158.5,855.0,276900.0,800000.0,323000.0,48299,0.1495325077399381,0.17442759118815457
1976,PP,Mixed grains,78.0,2330.0,528700.0,560000.0,226700.0,41378,0.18252315835906485,0.0782636655948553
1976,PP,Oats,73.0,2105.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,PP,"Peas, dry",158.5,1760.0,42750.0,60000.0,24300.0,7339,0.3020164609053498,0.17167251461988303
1976,PP,"Rye, all",85.0,1730.0,380200.0,543000.0,219800.0,32185,0.14642857142857144,0.08465281430825881
1976,PP,Sugar beets,34.7,4326.875,1052100.0,72320.0,29300.0,36479,1.2450170648464163,0.034672559642619526
1976,PP,Tame hay,47.8,3700.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,PP,"Wheat, all",105.0,2075.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,PEI,Barley,88.0,3160.0,33500.0,26100.0,10600.0,2941,0.2774528301886792,0.0877910447761194
1976,PEI,Corn for silage,0.0,3398.0,158000.0,11500.0,4650.0,0,0.0,0.0
1976,PEI,Mixed grains,72.0,3340.0,111900.0,82800.0,33500.0,8057,0.24050746268656717,0.0720017873100983
1976,PEI,Oats,81.0,2560.0,48300.0,46600.0,18850.0,3915,0.2076923076923077,0.08105590062111802
1976,PEI,Tame hay,41.3,4200.0,235000.0,138000.0,56000.0,9712,0.17342857142857143,0.04132765957446809
1976,PEI,"Wheat, all",97.0,3100.0,20300.0,16200.0,6550.0,1959,0.29908396946564886,0.09650246305418719
1976,QU,Barley,104.0,2050.0,38690.0,46700.0,18900.0,4034,0.21343915343915343,0.10426466787283536
1976,QU,Buckwheat,129.0,1060.0,5100.0,11800.0,4800.0,650,0.13541666666666666,0.12745098039215685
1976,QU,Corn for grain,105.0,4326.875,303000.0,155000.0,62600.0,31850,0.5087859424920128,0.10511551155115512
1976,QU,Corn for silage,20.9,4326.875,1357550.0,256000.0,103600.0,48299,0.4662065637065637,0.035578063423078336
1976,QU,Mixed grains,98.0,1955.0,84800.0,107000.0,43400.0,8350,0.1923963133640553,0.09846698113207547
1976,QU,Oats,103.0,1495.0,336542.0,556000.0,225200.0,34692,0.15404973357015986,0.10308371614835593
1976,QU,"Rye, all",89.0,1540.0,7700.0,12300.0,5000.0,684,0.1368,0.08883116883116883
1976,QU,Sugar beets,23.1,4326.875,106100.0,6800.0,2800.0,2546,0.9092857142857143,0.02399622997172479
1976,QU,Tame hay,38.5,4320.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,QU,"Wheat, all",118.0,1880.0,59874.0,78800.0,31900.0,7043,0.22078369905956113,0.11763035708320807
1976,SK,Barley,90.0,2480.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,SK,Canola (rapeseed),158.5,1280.0,387800.0,750000.0,303500.0,48299,0.15914003294892917,0.12454615781330583
1976,SK,Flaxseed,158.5,1065.0,86400.0,200000.0,81000.0,23256,0.2871111111111111,0.26916666666666667
1976,SK,Mixed grains,83.0,2310.0,112300.0,120000.0,48600.0,9350,0.19238683127572018,0.08325912733748887
1976,SK,Mustard seed,158.5,1005.0,19100.0,47000.0,19000.0,4536,0.23873684210526316,0.2374869109947644
1976,SK,Oats,71.0,2145.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,SK,"Peas, dry",134.0,1695.0,10350.0,15000.0,6100.0,1387,0.22737704918032786,0.1340096618357488
1976,SK,"Rye, all",84.0,1670.0,180200.0,267000.0,108000.0,15123,0.14002777777777778,0.08392341842397336
1976,SK,"Rye, spring",84.0,1455.0,10200.0,17000.0,7000.0,852,0.12171428571428572,0.08352941176470588
1976,SK,Tame hay,47.7,3470.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1976,SK,"Wheat, all",107.0,2095.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,AB,Barley,73.0,2465.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,AB,Canola (rapeseed),158.5,1285.0,805100.0,1442000.0,590725.0,48299,0.08176224131364002,0.05999130542789716
1977,AB,Flaxseed,158.5,995.0,50800.0,125000.0,51000.0,10960,0.21490196078431373,0.215748031496063
1977,AB,Mixed grains,71.0,2430.0,265400.0,270000.0,109300.0,18850,0.17246111619396157,0.07102486812358703
1977,AB,Mustard seed,158.5,905.0,15400.0,42000.0,17000.0,4080,0.24,0.2649350649350649
1977,AB,Oats,62.0,2215.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,AB,"Peas, dry",158.5,1945.0,5450.0,7000.0,2800.0,1080,0.38571428571428573,0.1981651376146789
1977,AB,"Rye, all",91.0,1565.0,126700.0,200000.0,81000.0,11500,0.1419753086419753,0.09076558800315707
1977,AB,"Rye, spring",91.0,1270.0,12700.0,25000.0,10000.0,1150,0.115,0.09055118110236221
1977,AB,Sugar beets,35.4,4326.875,543400.0,34607.0,14000.0,19216,1.3725714285714286,0.03536253220463747
1977,AB,Tame hay,52.4,3870.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,AB,"Wheat, all",101.0,1670.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,BC,Barley,72.0,2300.0,167600.0,180000.0,72800.0,12012,0.165,0.07167064439140812
1977,BC,Canola (rapeseed),158.5,1060.0,38600.0,90000.0,36400.0,10523,0.2890934065934066,0.2726165803108808
1977,BC,Corn for silage,24.3,4326.875,390000.0,23000.0,9300.0,9460,1.0172043010752687,0.024256410256410257
1977,BC,Mixed grains,83.0,2550.0,5100.0,5000.0,2000.0,422,0.211,0.08274509803921569
1977,BC,Oats,61.0,2235.0,63200.0,70000.0,28300.0,3854,0.13618374558303886,0.06098101265822785
1977,BC,"Rye, all",89.0,1915.0,4600.0,6000.0,2400.0,409,0.17041666666666666,0.08891304347826087
1977,BC,Tame hay,71.6,4326.875,1357550.0,670000.0,271000.0,48299,0.1782250922509225,0.035578063423078336
1977,BC,"Wheat, all",98.0,2150.0,65300.0,75000.0,30400.0,6408,0.21078947368421053,0.09813169984686064
1977,CA,Barley,75.0,2485.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,CA,"Beans, all dry (white and coloured)",158.5,715.0,50200.0,173000.0,70000.0,16605,0.2372142857142857,0.33077689243027886
1977,CA,Buckwheat,158.5,1010.0,43750.0,106800.0,43300.0,8165,0.18856812933025405,0.18662857142857142
1977,CA,Canola (rapeseed),158.5,1360.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,CA,Corn for grain,86.0,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,CA,Corn for silage,16.1,4326.875,1357550.0,1202000.0,486350.0,48299,0.09930913950858435,0.035578063423078336
1977,CA,Flaxseed,158.5,1090.0,652800.0,1442000.0,590725.0,48299,0.08176224131364002,0.0739874387254902
1977,CA,Mixed grains,75.0,2560.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,CA,Mustard seed,158.5,1075.0,79300.0,182000.0,73700.0,18045,0.24484396200814112,0.22755359394703656
1977,CA,Oats,67.0,2020.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,CA,"Peas, dry",158.5,1600.0,55000.0,85000.0,34400.0,10282,0.2988953488372093,0.18694545454545455
1977,CA,"Rye, all",88.0,1625.0,406500.0,617400.0,250000.0,35771,0.143084,0.08799753997539976
1977,CA,"Rye, spring",90.0,1345.0,28000.0,52000.0,20800.0,2519,0.12110576923076923,0.08996428571428572
1977,CA,Soybeans,158.5,2605.0,580000.0,550000.0,222600.0,48299,0.21697663971248876,0.08327413793103448
1977,CA,Sugar beets,33.7,4326.875,1011025.0,63774.0,25800.0,34121,1.3225193798449613,0.0337489181770975
1977,CA,Sunflower seed,158.5,1190.0,81000.0,168000.0,68000.0,20433,0.3004852941176471,0.25225925925925924
1977,CA,Tame hay,48.3,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,CA,"Wheat, all",104.0,1965.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,MA,Barley,76.0,2660.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,MA,Buckwheat,158.5,1010.0,32650.0,80000.0,32400.0,6750,0.20833333333333334,0.20673813169984687
1977,MA,Canola (rapeseed),158.5,1435.0,290300.0,500000.0,202300.0,48299,0.2387493821057835,0.1663761625904237
1977,MA,Corn for grain,103.0,4060.0,39400.0,24000.0,9700.0,4061,0.41865979381443297,0.10307106598984772
1977,MA,Corn for silage,16.5,4326.875,318000.0,39000.0,15800.0,5250,0.3322784810126582,0.01650943396226415
1977,MA,Flaxseed,158.5,1085.0,330200.0,750000.0,304000.0,48299,0.1588782894736842,0.14627195639006663
1977,MA,Mixed grains,80.0,2375.0,163300.0,170000.0,68800.0,13040,0.18953488372093022,0.07985303123086344
1977,MA,Mustard seed,158.5,1005.0,16300.0,40000.0,16200.0,3780,0.23333333333333334,0.23190184049079754
1977,MA,Oats,64.0,2105.0,894000.0,1100000.0,445000.0,48299,0.1085370786516854,0.05402572706935123
1977,MA,"Peas, dry",158.5,1650.0,36750.0,55000.0,22300.0,7425,0.3329596412556054,0.20204081632653062
1977,MA,"Rye, all",86.0,1880.0,84300.0,110000.0,44800.0,7227,0.1613169642857143,0.08572953736654804
1977,MA,"Rye, spring",84.0,1625.0,1300.0,2000.0,800.0,109,0.13625,0.08384615384615385
1977,MA,Sugar beets,33.3,4326.875,399200.0,25267.0,10200.0,13306,1.3045098039215686,0.033331663326653306
1977,MA,Sunflower seed,158.5,1190.0,79400.0,165000.0,66800.0,20125,0.30127245508982037,0.253463476070529
1977,MA,Tame hay,41.3,4140.0,1357550.0,1400000.0,570000.0,48299,0.08473508771929825,0.035578063423078336
1977,MA,"Wheat, all",98.0,2125.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,MP,Barley,79.0,2420.0,38000.0,38900.0,15700.0,2986,0.19019108280254776,0.07857894736842105
1977,MP,Corn for silage,16.9,4326.875,258000.0,30000.0,12150.0,4373,0.35991769547325103,0.016949612403100774
1977,MP,Mixed grains,65.0,2665.0,95700.0,88600.0,35900.0,6221,0.17328690807799443,0.06500522466039707
1977,MP,Oats,81.0,1660.0,66550.0,99000.0,40050.0,5360,0.13383270911360798,0.08054094665664914
1977,MP,Tame hay,45.4,4300.0,885000.0,508000.0,205000.0,40170,0.19595121951219513,0.045389830508474574
1977,MP,"Wheat, all",94.0,2475.0,27200.0,27100.0,11000.0,2545,0.23136363636363635,0.09356617647058824
1977,NB,Barley,82.0,1675.0,4350.0,6400.0,2600.0,358,0.1376923076923077,0.08229885057471265
1977,NB,Corn for silage,17.0,4326.875,59000.0,7300.0,2950.0,1001,0.33932203389830506,0.016966101694915255
1977,NB,Mixed grains,73.0,1740.0,3650.0,5200.0,2100.0,268,0.12761904761904763,0.07342465753424658
1977,NB,Oats,86.0,1315.0,21800.0,41000.0,16600.0,1881,0.1133132530120482,0.08628440366972477
1977,NB,Tame hay,45.1,4300.0,318000.0,183000.0,74000.0,14350,0.1939189189189189,0.04512578616352201
1977,NB,"Wheat, all",99.0,2085.0,7200.0,8500.0,3450.0,716,0.20753623188405798,0.09944444444444445
1977,NS,Barley,96.0,2250.0,4050.0,4500.0,1800.0,387,0.215,0.09555555555555556
1977,NS,Corn for silage,17.0,4326.875,116000.0,13100.0,5300.0,1971,0.3718867924528302,0.016991379310344827
1977,NS,Mixed grains,82.0,2250.0,4950.0,5400.0,2200.0,406,0.18454545454545454,0.08202020202020202
1977,NS,Oats,95.0,1685.0,10200.0,15000.0,6050.0,970,0.16033057851239668,0.09509803921568627
1977,NS,Tame hay,49.3,4326.875,324000.0,181000.0,73000.0,15958,0.2186027397260274,0.04925308641975309
1977,NS,"Wheat, all",111.0,2445.0,4650.0,4700.0,1900.0,515,0.2710526315789474,0.110752688172043
1977,ON,Barley,76.0,2600.0,337000.0,320000.0,129500.0,25539,0.19721235521235522,0.07578338278931751
1977,ON,"Beans, all dry (white and coloured)",158.5,715.0,50200.0,173000.0,70000.0,16605,0.2372142857142857,0.33077689243027886
1977,ON,Buckwheat,124.0,965.0,5500.0,14000.0,5700.0,680,0.11929824561403508,0.12363636363636364
1977,ON,Corn for grain,85.0,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,ON,Corn for silage,16.2,4326.875,1357550.0,865000.0,350000.0,48299,0.13799714285714285,0.035578063423078336
1977,ON,Mixed grains,72.0,2745.0,900600.0,810000.0,327800.0,48299,0.14734289200732154,0.05362980235398623
1977,ON,Oats,82.0,1815.0,330500.0,450000.0,182100.0,27214,0.14944535969247666,0.08234190620272315
1977,ON,"Rye, all",72.0,1945.0,32300.0,41000.0,16600.0,2339,0.14090361445783134,0.07241486068111455
1977,ON,Soybeans,158.5,2605.0,580000.0,550000.0,222600.0,48299,0.21697663971248876,0.08327413793103448
1977,ON,Tame hay,46.5,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,ON,"Wheat, all",115.0,3485.0,861500.0,610000.0,247100.0,48299,0.19546337515176043,0.05606384213580964
1977,ON,"Wheat, spring",88.0,2285.0,18500.0,20000.0,8100.0,1632,0.20148148148148148,0.08821621621621621
1977,PP,Barley,75.0,2485.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,PP,Canola (rapeseed),158.5,1365.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,PP,Corn for grain,103.0,4060.0,39400.0,24000.0,9700.0,4061,0.41865979381443297,0.10307106598984772
1977,PP,Corn for silage,16.5,4326.875,318000.0,39000.0,15800.0,5250,0.3322784810126582,0.01650943396226415
1977,PP,Flaxseed,158.5,1090.0,652800.0,1442000.0,590725.0,48299,0.08176224131364002,0.0739874387254902
1977,PP,Mixed grains,74.0,2355.0,514400.0,540000.0,218600.0,38190,0.17470265324794146,0.07424183514774495
1977,PP,Oats,62.0,2095.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,PP,"Peas, dry",158.5,1600.0,55000.0,85000.0,34400.0,10282,0.2988953488372093,0.18694545454545455
1977,PP,"Rye, all",89.0,1600.0,363000.0,560000.0,226800.0,32467,0.143152557319224,0.08944077134986225
1977,PP,Sugar beets,34.5,4326.875,942600.0,59874.0,24200.0,32522,1.343884297520661,0.03450244005941014
1977,PP,Tame hay,48.2,3700.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,PP,"Wheat, all",103.0,1925.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,PEI,Barley,76.0,2620.0,29600.0,28000.0,11300.0,2241,0.19831858407079647,0.07570945945945946
1977,PEI,Corn for silage,16.9,2128.0,83000.0,9600.0,3900.0,1401,0.35923076923076924,0.016879518072289157
1977,PEI,Mixed grains,64.0,2755.0,87100.0,78000.0,31600.0,5547,0.1755379746835443,0.06368541905855339
1977,PEI,Oats,73.0,1985.0,34550.0,43000.0,17400.0,2509,0.14419540229885058,0.07261939218523879
1977,PEI,Tame hay,40.6,4190.0,243000.0,144000.0,58000.0,9862,0.17003448275862068,0.040584362139917694
1977,PEI,"Wheat, all",86.0,2715.0,15350.0,13900.0,5650.0,1314,0.23256637168141592,0.08560260586319218
1977,QU,Barley,100.0,2145.0,46300.0,53000.0,21600.0,4637,0.21467592592592594,0.1001511879049676
1977,QU,Buckwheat,131.0,1080.0,5600.0,12800.0,5200.0,735,0.14134615384615384,0.13125
1977,QU,Corn for grain,101.0,4326.875,342400.0,185000.0,75000.0,34560,0.4608,0.10093457943925234
1977,QU,Corn for silage,14.9,4326.875,1357550.0,245000.0,99100.0,48299,0.4873763874873865,0.035578063423078336
1977,QU,Mixed grains,122.0,2035.0,81100.0,99000.0,39900.0,9932,0.24892230576441102,0.12246609124537608
1977,QU,Oats,106.0,1615.0,306600.0,470000.0,190000.0,32406,0.1705578947368421,0.10569471624266145
1977,QU,"Rye, all",84.0,1570.0,6600.0,10400.0,4200.0,556,0.13238095238095238,0.08424242424242424
1977,QU,Sugar beets,23.2,4326.875,68425.0,3900.0,1600.0,1599,0.999375,0.023368651808549506
1977,QU,Tame hay,42.9,4170.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,QU,"Wheat, all",97.0,2075.0,70700.0,84000.0,34100.0,6833,0.20038123167155425,0.09664780763790665
1977,SK,Barley,78.0,2420.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,SK,Canola (rapeseed),158.5,1430.0,839100.0,1442000.0,586800.0,48299,0.0823091342876619,0.057560481468239784
1977,SK,Flaxseed,158.5,1120.0,271800.0,600000.0,243000.0,48299,0.19876131687242798,0.17770051508462104
1977,SK,Mixed grains,74.0,2115.0,85700.0,100000.0,40500.0,6300,0.15555555555555556,0.073512252042007
1977,SK,Mustard seed,158.5,1175.0,47600.0,100000.0,40500.0,10185,0.2514814814814815,0.2139705882352941
1977,SK,Oats,62.0,1970.0,1234000.0,1442000.0,590725.0,48299,0.08176224131364002,0.03914019448946515
1977,SK,"Peas, dry",139.0,1375.0,12800.0,23000.0,9300.0,1777,0.1910752688172043,0.138828125
1977,SK,"Rye, all",90.0,1505.0,152000.0,250000.0,101000.0,13740,0.13603960396039605,0.09039473684210526
1977,SK,"Rye, spring",90.0,1400.0,14000.0,25000.0,10000.0,1260,0.126,0.09
1977,SK,Sunflower seed,158.5,1335.0,1600.0,3000.0,1200.0,308,0.25666666666666665,0.1925
1977,SK,Tame hay,45.2,3130.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1977,SK,"Wheat, all",105.0,1960.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,AB,Barley,79.0,2430.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,AB,Canola (rapeseed),158.5,1180.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,AB,Corn for silage,13.7,4326.875,327000.0,26000.0,10500.0,4482,0.4268571428571429,0.013706422018348624
1978,AB,Flaxseed,158.5,1270.0,50800.0,100000.0,40000.0,14580,0.3645,0.287007874015748
1978,AB,Mixed grains,79.0,2420.0,244900.0,250000.0,101200.0,19320,0.19090909090909092,0.07888934258881176
1978,AB,Mustard seed,158.5,1190.0,24000.0,50000.0,20200.0,5565,0.2754950495049505,0.231875
1978,AB,Oats,66.0,1995.0,1172000.0,1442000.0,590725.0,48299,0.08176224131364002,0.04121075085324232
1978,AB,"Peas, dry",158.5,2230.0,6250.0,7000.0,2800.0,1173,0.41892857142857143,0.18768
1978,AB,"Rye, all",101.0,2210.0,223200.0,250000.0,101000.0,22440,0.22217821782178218,0.10053763440860215
1978,AB,"Rye, spring",101.0,1900.0,15200.0,20000.0,8000.0,1530,0.19125,0.1006578947368421
1978,AB,Sugar beets,38.0,4326.875,476300.0,31742.0,12800.0,18092,1.4134375,0.037984463573378126
1978,AB,Tame hay,51.3,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,AB,"Wheat, all",134.0,2005.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,BC,Barley,76.0,1785.0,115400.0,160000.0,64700.0,8745,0.13516228748068007,0.07577989601386481
1978,BC,Canola (rapeseed),158.5,840.0,61200.0,180000.0,72800.0,16956,0.23291208791208792,0.27705882352941175
1978,BC,Corn for silage,28.6,4326.875,454000.0,24000.0,9700.0,13000,1.3402061855670102,0.028634361233480177
1978,BC,Mixed grains,90.0,2280.0,3650.0,4000.0,1600.0,329,0.205625,0.09013698630136986
1978,BC,Oats,77.0,1710.0,41600.0,60000.0,24300.0,3186,0.13111111111111112,0.07658653846153846
1978,BC,"Rye, all",90.0,2155.0,6900.0,8000.0,3200.0,624,0.195,0.09043478260869565
1978,BC,Tame hay,67.2,4326.875,1357550.0,670000.0,271000.0,48299,0.1782250922509225,0.035578063423078336
1978,BC,"Wheat, all",129.0,1730.0,49000.0,70000.0,28300.0,6318,0.22325088339222615,0.12893877551020408
1978,CA,Barley,80.0,2435.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,CA,"Beans, all dry (white and coloured)",158.5,1275.0,76500.0,148000.0,59900.0,24546,0.4097829716193656,0.3208627450980392
1978,CA,Buckwheat,158.5,1205.0,72700.0,148800.0,60300.0,14116,0.23409618573797678,0.1941678129298487
1978,CA,Canola (rapeseed),158.5,1240.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,CA,Corn for grain,109.0,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,CA,Corn for silage,17.8,4326.875,1357550.0,1197700.0,484800.0,48299,0.0996266501650165,0.035578063423078336
1978,CA,Flaxseed,158.5,1085.0,571500.0,1300000.0,526000.0,48299,0.09182319391634981,0.08451268591426071
1978,CA,Mixed grains,82.0,2705.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,CA,Mustard seed,158.5,1055.0,103300.0,242000.0,97900.0,23372,0.23873340143003063,0.2262536302032914
1978,CA,Oats,72.0,1980.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1978,CA,"Peas, dry",148.0,2035.0,79700.0,97000.0,39200.0,11795,0.30089285714285713,0.14799247176913424
1978,CA,"Rye, all",103.0,1905.0,605200.0,786900.0,317800.0,48299,0.15197923222152296,0.07980667547918044
1978,CA,"Rye, spring",105.0,1590.0,33100.0,52000.0,20800.0,3460,0.16634615384615384,0.10453172205438066
1978,CA,Soybeans,158.5,1805.0,515600.0,705000.0,285300.0,48299,0.169291973361374,0.09367532971295578
1978,CA,Sugar beets,34.3,4326.875,946500.0,60652.0,24600.0,32483,1.3204471544715448,0.03431907025884839
1978,CA,Sunflower seed,158.5,1315.0,120200.0,226000.0,91500.0,29040,0.3173770491803279,0.2415973377703827
1978,CA,Tame hay,49.4,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
